TC,T1,T2,FL,GMM
sub-A141/ses-BRATS/anat/sub-A141_ses-BRATS_ce_T1w.nii.gz,sub-A141/ses-BRATS/anat/sub-A141_ses-BRATS_T1w.nii.gz,sub-A141/ses-BRATS/anat/sub-A141_ses-BRATS_T2w.nii.gz,sub-A141/ses-BRATS/anat/sub-A141_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A141/anat/healthygmm.nii.gz
sub-A142/ses-BRATS/anat/sub-A142_ses-BRATS_ce_T1w.nii.gz,sub-A142/ses-BRATS/anat/sub-A142_ses-BRATS_T1w.nii.gz,sub-A142/ses-BRATS/anat/sub-A142_ses-BRATS_T2w.nii.gz,sub-A142/ses-BRATS/anat/sub-A142_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A142/anat/healthygmm.nii.gz
sub-A143/ses-BRATS/anat/sub-A143_ses-BRATS_ce_T1w.nii.gz,sub-A143/ses-BRATS/anat/sub-A143_ses-BRATS_T1w.nii.gz,sub-A143/ses-BRATS/anat/sub-A143_ses-BRATS_T2w.nii.gz,sub-A143/ses-BRATS/anat/sub-A143_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A143/anat/healthygmm.nii.gz
sub-A144/ses-BRATS/anat/sub-A144_ses-BRATS_ce_T1w.nii.gz,sub-A144/ses-BRATS/anat/sub-A144_ses-BRATS_T1w.nii.gz,sub-A144/ses-BRATS/anat/sub-A144_ses-BRATS_T2w.nii.gz,sub-A144/ses-BRATS/anat/sub-A144_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A144/anat/healthygmm.nii.gz
sub-A145/ses-BRATS/anat/sub-A145_ses-BRATS_ce_T1w.nii.gz,sub-A145/ses-BRATS/anat/sub-A145_ses-BRATS_T1w.nii.gz,sub-A145/ses-BRATS/anat/sub-A145_ses-BRATS_T2w.nii.gz,sub-A145/ses-BRATS/anat/sub-A145_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A145/anat/healthygmm.nii.gz
sub-A146/ses-BRATS/anat/sub-A146_ses-BRATS_ce_T1w.nii.gz,sub-A146/ses-BRATS/anat/sub-A146_ses-BRATS_T1w.nii.gz,sub-A146/ses-BRATS/anat/sub-A146_ses-BRATS_T2w.nii.gz,sub-A146/ses-BRATS/anat/sub-A146_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A146/anat/healthygmm.nii.gz
sub-A147/ses-BRATS/anat/sub-A147_ses-BRATS_ce_T1w.nii.gz,sub-A147/ses-BRATS/anat/sub-A147_ses-BRATS_T1w.nii.gz,sub-A147/ses-BRATS/anat/sub-A147_ses-BRATS_T2w.nii.gz,sub-A147/ses-BRATS/anat/sub-A147_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A147/anat/healthygmm.nii.gz
sub-A148/ses-BRATS/anat/sub-A148_ses-BRATS_ce_T1w.nii.gz,sub-A148/ses-BRATS/anat/sub-A148_ses-BRATS_T1w.nii.gz,sub-A148/ses-BRATS/anat/sub-A148_ses-BRATS_T2w.nii.gz,sub-A148/ses-BRATS/anat/sub-A148_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A148/anat/healthygmm.nii.gz
sub-A149/ses-BRATS/anat/sub-A149_ses-BRATS_ce_T1w.nii.gz,sub-A149/ses-BRATS/anat/sub-A149_ses-BRATS_T1w.nii.gz,sub-A149/ses-BRATS/anat/sub-A149_ses-BRATS_T2w.nii.gz,sub-A149/ses-BRATS/anat/sub-A149_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A149/anat/healthygmm.nii.gz
sub-A150/ses-BRATS/anat/sub-A150_ses-BRATS_ce_T1w.nii.gz,sub-A150/ses-BRATS/anat/sub-A150_ses-BRATS_T1w.nii.gz,sub-A150/ses-BRATS/anat/sub-A150_ses-BRATS_T2w.nii.gz,sub-A150/ses-BRATS/anat/sub-A150_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A150/anat/healthygmm.nii.gz
sub-A151/ses-BRATS/anat/sub-A151_ses-BRATS_ce_T1w.nii.gz,sub-A151/ses-BRATS/anat/sub-A151_ses-BRATS_T1w.nii.gz,sub-A151/ses-BRATS/anat/sub-A151_ses-BRATS_T2w.nii.gz,sub-A151/ses-BRATS/anat/sub-A151_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A151/anat/healthygmm.nii.gz
sub-A152/ses-BRATS/anat/sub-A152_ses-BRATS_ce_T1w.nii.gz,sub-A152/ses-BRATS/anat/sub-A152_ses-BRATS_T1w.nii.gz,sub-A152/ses-BRATS/anat/sub-A152_ses-BRATS_T2w.nii.gz,sub-A152/ses-BRATS/anat/sub-A152_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A152/anat/healthygmm.nii.gz
sub-A153/ses-BRATS/anat/sub-A153_ses-BRATS_ce_T1w.nii.gz,sub-A153/ses-BRATS/anat/sub-A153_ses-BRATS_T1w.nii.gz,sub-A153/ses-BRATS/anat/sub-A153_ses-BRATS_T2w.nii.gz,sub-A153/ses-BRATS/anat/sub-A153_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A153/anat/healthygmm.nii.gz
sub-A154/ses-BRATS/anat/sub-A154_ses-BRATS_ce_T1w.nii.gz,sub-A154/ses-BRATS/anat/sub-A154_ses-BRATS_T1w.nii.gz,sub-A154/ses-BRATS/anat/sub-A154_ses-BRATS_T2w.nii.gz,sub-A154/ses-BRATS/anat/sub-A154_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A154/anat/healthygmm.nii.gz
sub-A155/ses-BRATS/anat/sub-A155_ses-BRATS_ce_T1w.nii.gz,sub-A155/ses-BRATS/anat/sub-A155_ses-BRATS_T1w.nii.gz,sub-A155/ses-BRATS/anat/sub-A155_ses-BRATS_T2w.nii.gz,sub-A155/ses-BRATS/anat/sub-A155_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A155/anat/healthygmm.nii.gz
sub-A156/ses-BRATS/anat/sub-A156_ses-BRATS_ce_T1w.nii.gz,sub-A156/ses-BRATS/anat/sub-A156_ses-BRATS_T1w.nii.gz,sub-A156/ses-BRATS/anat/sub-A156_ses-BRATS_T2w.nii.gz,sub-A156/ses-BRATS/anat/sub-A156_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A156/anat/healthygmm.nii.gz
sub-A157/ses-BRATS/anat/sub-A157_ses-BRATS_ce_T1w.nii.gz,sub-A157/ses-BRATS/anat/sub-A157_ses-BRATS_T1w.nii.gz,sub-A157/ses-BRATS/anat/sub-A157_ses-BRATS_T2w.nii.gz,sub-A157/ses-BRATS/anat/sub-A157_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A157/anat/healthygmm.nii.gz
sub-A158/ses-BRATS/anat/sub-A158_ses-BRATS_ce_T1w.nii.gz,sub-A158/ses-BRATS/anat/sub-A158_ses-BRATS_T1w.nii.gz,sub-A158/ses-BRATS/anat/sub-A158_ses-BRATS_T2w.nii.gz,sub-A158/ses-BRATS/anat/sub-A158_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A158/anat/healthygmm.nii.gz
sub-A159/ses-BRATS/anat/sub-A159_ses-BRATS_ce_T1w.nii.gz,sub-A159/ses-BRATS/anat/sub-A159_ses-BRATS_T1w.nii.gz,sub-A159/ses-BRATS/anat/sub-A159_ses-BRATS_T2w.nii.gz,sub-A159/ses-BRATS/anat/sub-A159_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A159/anat/healthygmm.nii.gz
sub-A160/ses-BRATS/anat/sub-A160_ses-BRATS_ce_T1w.nii.gz,sub-A160/ses-BRATS/anat/sub-A160_ses-BRATS_T1w.nii.gz,sub-A160/ses-BRATS/anat/sub-A160_ses-BRATS_T2w.nii.gz,sub-A160/ses-BRATS/anat/sub-A160_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A160/anat/healthygmm.nii.gz
sub-A161/ses-BRATS/anat/sub-A161_ses-BRATS_ce_T1w.nii.gz,sub-A161/ses-BRATS/anat/sub-A161_ses-BRATS_T1w.nii.gz,sub-A161/ses-BRATS/anat/sub-A161_ses-BRATS_T2w.nii.gz,sub-A161/ses-BRATS/anat/sub-A161_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A161/anat/healthygmm.nii.gz
sub-A162/ses-BRATS/anat/sub-A162_ses-BRATS_ce_T1w.nii.gz,sub-A162/ses-BRATS/anat/sub-A162_ses-BRATS_T1w.nii.gz,sub-A162/ses-BRATS/anat/sub-A162_ses-BRATS_T2w.nii.gz,sub-A162/ses-BRATS/anat/sub-A162_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A162/anat/healthygmm.nii.gz
sub-A163/ses-BRATS/anat/sub-A163_ses-BRATS_ce_T1w.nii.gz,sub-A163/ses-BRATS/anat/sub-A163_ses-BRATS_T1w.nii.gz,sub-A163/ses-BRATS/anat/sub-A163_ses-BRATS_T2w.nii.gz,sub-A163/ses-BRATS/anat/sub-A163_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A163/anat/healthygmm.nii.gz
sub-A164/ses-BRATS/anat/sub-A164_ses-BRATS_ce_T1w.nii.gz,sub-A164/ses-BRATS/anat/sub-A164_ses-BRATS_T1w.nii.gz,sub-A164/ses-BRATS/anat/sub-A164_ses-BRATS_T2w.nii.gz,sub-A164/ses-BRATS/anat/sub-A164_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A164/anat/healthygmm.nii.gz
sub-A165/ses-BRATS/anat/sub-A165_ses-BRATS_ce_T1w.nii.gz,sub-A165/ses-BRATS/anat/sub-A165_ses-BRATS_T1w.nii.gz,sub-A165/ses-BRATS/anat/sub-A165_ses-BRATS_T2w.nii.gz,sub-A165/ses-BRATS/anat/sub-A165_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A165/anat/healthygmm.nii.gz
sub-A166/ses-BRATS/anat/sub-A166_ses-BRATS_ce_T1w.nii.gz,sub-A166/ses-BRATS/anat/sub-A166_ses-BRATS_T1w.nii.gz,sub-A166/ses-BRATS/anat/sub-A166_ses-BRATS_T2w.nii.gz,sub-A166/ses-BRATS/anat/sub-A166_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A166/anat/healthygmm.nii.gz
sub-A167/ses-BRATS/anat/sub-A167_ses-BRATS_ce_T1w.nii.gz,sub-A167/ses-BRATS/anat/sub-A167_ses-BRATS_T1w.nii.gz,sub-A167/ses-BRATS/anat/sub-A167_ses-BRATS_T2w.nii.gz,sub-A167/ses-BRATS/anat/sub-A167_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A167/anat/healthygmm.nii.gz
sub-A168/ses-BRATS/anat/sub-A168_ses-BRATS_ce_T1w.nii.gz,sub-A168/ses-BRATS/anat/sub-A168_ses-BRATS_T1w.nii.gz,sub-A168/ses-BRATS/anat/sub-A168_ses-BRATS_T2w.nii.gz,sub-A168/ses-BRATS/anat/sub-A168_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A168/anat/healthygmm.nii.gz
sub-A169/ses-BRATS/anat/sub-A169_ses-BRATS_ce_T1w.nii.gz,sub-A169/ses-BRATS/anat/sub-A169_ses-BRATS_T1w.nii.gz,sub-A169/ses-BRATS/anat/sub-A169_ses-BRATS_T2w.nii.gz,sub-A169/ses-BRATS/anat/sub-A169_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A169/anat/healthygmm.nii.gz
sub-A170/ses-BRATS/anat/sub-A170_ses-BRATS_ce_T1w.nii.gz,sub-A170/ses-BRATS/anat/sub-A170_ses-BRATS_T1w.nii.gz,sub-A170/ses-BRATS/anat/sub-A170_ses-BRATS_T2w.nii.gz,sub-A170/ses-BRATS/anat/sub-A170_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A170/anat/healthygmm.nii.gz
sub-A171/ses-BRATS/anat/sub-A171_ses-BRATS_ce_T1w.nii.gz,sub-A171/ses-BRATS/anat/sub-A171_ses-BRATS_T1w.nii.gz,sub-A171/ses-BRATS/anat/sub-A171_ses-BRATS_T2w.nii.gz,sub-A171/ses-BRATS/anat/sub-A171_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A171/anat/healthygmm.nii.gz
sub-A172/ses-BRATS/anat/sub-A172_ses-BRATS_ce_T1w.nii.gz,sub-A172/ses-BRATS/anat/sub-A172_ses-BRATS_T1w.nii.gz,sub-A172/ses-BRATS/anat/sub-A172_ses-BRATS_T2w.nii.gz,sub-A172/ses-BRATS/anat/sub-A172_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A172/anat/healthygmm.nii.gz
sub-A173/ses-BRATS/anat/sub-A173_ses-BRATS_ce_T1w.nii.gz,sub-A173/ses-BRATS/anat/sub-A173_ses-BRATS_T1w.nii.gz,sub-A173/ses-BRATS/anat/sub-A173_ses-BRATS_T2w.nii.gz,sub-A173/ses-BRATS/anat/sub-A173_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A173/anat/healthygmm.nii.gz
sub-A174/ses-BRATS/anat/sub-A174_ses-BRATS_ce_T1w.nii.gz,sub-A174/ses-BRATS/anat/sub-A174_ses-BRATS_T1w.nii.gz,sub-A174/ses-BRATS/anat/sub-A174_ses-BRATS_T2w.nii.gz,sub-A174/ses-BRATS/anat/sub-A174_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A174/anat/healthygmm.nii.gz
sub-A175/ses-BRATS/anat/sub-A175_ses-BRATS_ce_T1w.nii.gz,sub-A175/ses-BRATS/anat/sub-A175_ses-BRATS_T1w.nii.gz,sub-A175/ses-BRATS/anat/sub-A175_ses-BRATS_T2w.nii.gz,sub-A175/ses-BRATS/anat/sub-A175_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A175/anat/healthygmm.nii.gz
sub-A176/ses-BRATS/anat/sub-A176_ses-BRATS_ce_T1w.nii.gz,sub-A176/ses-BRATS/anat/sub-A176_ses-BRATS_T1w.nii.gz,sub-A176/ses-BRATS/anat/sub-A176_ses-BRATS_T2w.nii.gz,sub-A176/ses-BRATS/anat/sub-A176_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A176/anat/healthygmm.nii.gz
sub-A177/ses-BRATS/anat/sub-A177_ses-BRATS_ce_T1w.nii.gz,sub-A177/ses-BRATS/anat/sub-A177_ses-BRATS_T1w.nii.gz,sub-A177/ses-BRATS/anat/sub-A177_ses-BRATS_T2w.nii.gz,sub-A177/ses-BRATS/anat/sub-A177_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A177/anat/healthygmm.nii.gz
sub-A178/ses-BRATS/anat/sub-A178_ses-BRATS_ce_T1w.nii.gz,sub-A178/ses-BRATS/anat/sub-A178_ses-BRATS_T1w.nii.gz,sub-A178/ses-BRATS/anat/sub-A178_ses-BRATS_T2w.nii.gz,sub-A178/ses-BRATS/anat/sub-A178_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A178/anat/healthygmm.nii.gz
sub-A179/ses-BRATS/anat/sub-A179_ses-BRATS_ce_T1w.nii.gz,sub-A179/ses-BRATS/anat/sub-A179_ses-BRATS_T1w.nii.gz,sub-A179/ses-BRATS/anat/sub-A179_ses-BRATS_T2w.nii.gz,sub-A179/ses-BRATS/anat/sub-A179_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A179/anat/healthygmm.nii.gz
sub-A180/ses-BRATS/anat/sub-A180_ses-BRATS_ce_T1w.nii.gz,sub-A180/ses-BRATS/anat/sub-A180_ses-BRATS_T1w.nii.gz,sub-A180/ses-BRATS/anat/sub-A180_ses-BRATS_T2w.nii.gz,sub-A180/ses-BRATS/anat/sub-A180_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A180/anat/healthygmm.nii.gz
sub-A181/ses-BRATS/anat/sub-A181_ses-BRATS_ce_T1w.nii.gz,sub-A181/ses-BRATS/anat/sub-A181_ses-BRATS_T1w.nii.gz,sub-A181/ses-BRATS/anat/sub-A181_ses-BRATS_T2w.nii.gz,sub-A181/ses-BRATS/anat/sub-A181_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A181/anat/healthygmm.nii.gz
sub-A182/ses-BRATS/anat/sub-A182_ses-BRATS_ce_T1w.nii.gz,sub-A182/ses-BRATS/anat/sub-A182_ses-BRATS_T1w.nii.gz,sub-A182/ses-BRATS/anat/sub-A182_ses-BRATS_T2w.nii.gz,sub-A182/ses-BRATS/anat/sub-A182_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A182/anat/healthygmm.nii.gz
sub-A183/ses-BRATS/anat/sub-A183_ses-BRATS_ce_T1w.nii.gz,sub-A183/ses-BRATS/anat/sub-A183_ses-BRATS_T1w.nii.gz,sub-A183/ses-BRATS/anat/sub-A183_ses-BRATS_T2w.nii.gz,sub-A183/ses-BRATS/anat/sub-A183_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A183/anat/healthygmm.nii.gz
sub-A184/ses-BRATS/anat/sub-A184_ses-BRATS_ce_T1w.nii.gz,sub-A184/ses-BRATS/anat/sub-A184_ses-BRATS_T1w.nii.gz,sub-A184/ses-BRATS/anat/sub-A184_ses-BRATS_T2w.nii.gz,sub-A184/ses-BRATS/anat/sub-A184_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A184/anat/healthygmm.nii.gz
sub-A185/ses-BRATS/anat/sub-A185_ses-BRATS_ce_T1w.nii.gz,sub-A185/ses-BRATS/anat/sub-A185_ses-BRATS_T1w.nii.gz,sub-A185/ses-BRATS/anat/sub-A185_ses-BRATS_T2w.nii.gz,sub-A185/ses-BRATS/anat/sub-A185_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A185/anat/healthygmm.nii.gz
sub-A186/ses-BRATS/anat/sub-A186_ses-BRATS_ce_T1w.nii.gz,sub-A186/ses-BRATS/anat/sub-A186_ses-BRATS_T1w.nii.gz,sub-A186/ses-BRATS/anat/sub-A186_ses-BRATS_T2w.nii.gz,sub-A186/ses-BRATS/anat/sub-A186_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A186/anat/healthygmm.nii.gz
sub-A187/ses-BRATS/anat/sub-A187_ses-BRATS_ce_T1w.nii.gz,sub-A187/ses-BRATS/anat/sub-A187_ses-BRATS_T1w.nii.gz,sub-A187/ses-BRATS/anat/sub-A187_ses-BRATS_T2w.nii.gz,sub-A187/ses-BRATS/anat/sub-A187_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A187/anat/healthygmm.nii.gz
sub-A188/ses-BRATS/anat/sub-A188_ses-BRATS_ce_T1w.nii.gz,sub-A188/ses-BRATS/anat/sub-A188_ses-BRATS_T1w.nii.gz,sub-A188/ses-BRATS/anat/sub-A188_ses-BRATS_T2w.nii.gz,sub-A188/ses-BRATS/anat/sub-A188_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A188/anat/healthygmm.nii.gz
sub-A189/ses-BRATS/anat/sub-A189_ses-BRATS_ce_T1w.nii.gz,sub-A189/ses-BRATS/anat/sub-A189_ses-BRATS_T1w.nii.gz,sub-A189/ses-BRATS/anat/sub-A189_ses-BRATS_T2w.nii.gz,sub-A189/ses-BRATS/anat/sub-A189_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A189/anat/healthygmm.nii.gz
sub-A190/ses-BRATS/anat/sub-A190_ses-BRATS_ce_T1w.nii.gz,sub-A190/ses-BRATS/anat/sub-A190_ses-BRATS_T1w.nii.gz,sub-A190/ses-BRATS/anat/sub-A190_ses-BRATS_T2w.nii.gz,sub-A190/ses-BRATS/anat/sub-A190_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A190/anat/healthygmm.nii.gz
sub-A191/ses-BRATS/anat/sub-A191_ses-BRATS_ce_T1w.nii.gz,sub-A191/ses-BRATS/anat/sub-A191_ses-BRATS_T1w.nii.gz,sub-A191/ses-BRATS/anat/sub-A191_ses-BRATS_T2w.nii.gz,sub-A191/ses-BRATS/anat/sub-A191_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A191/anat/healthygmm.nii.gz
sub-A192/ses-BRATS/anat/sub-A192_ses-BRATS_ce_T1w.nii.gz,sub-A192/ses-BRATS/anat/sub-A192_ses-BRATS_T1w.nii.gz,sub-A192/ses-BRATS/anat/sub-A192_ses-BRATS_T2w.nii.gz,sub-A192/ses-BRATS/anat/sub-A192_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A192/anat/healthygmm.nii.gz
sub-A193/ses-BRATS/anat/sub-A193_ses-BRATS_ce_T1w.nii.gz,sub-A193/ses-BRATS/anat/sub-A193_ses-BRATS_T1w.nii.gz,sub-A193/ses-BRATS/anat/sub-A193_ses-BRATS_T2w.nii.gz,sub-A193/ses-BRATS/anat/sub-A193_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A193/anat/healthygmm.nii.gz
sub-A194/ses-BRATS/anat/sub-A194_ses-BRATS_ce_T1w.nii.gz,sub-A194/ses-BRATS/anat/sub-A194_ses-BRATS_T1w.nii.gz,sub-A194/ses-BRATS/anat/sub-A194_ses-BRATS_T2w.nii.gz,sub-A194/ses-BRATS/anat/sub-A194_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A194/anat/healthygmm.nii.gz
sub-A195/ses-BRATS/anat/sub-A195_ses-BRATS_ce_T1w.nii.gz,sub-A195/ses-BRATS/anat/sub-A195_ses-BRATS_T1w.nii.gz,sub-A195/ses-BRATS/anat/sub-A195_ses-BRATS_T2w.nii.gz,sub-A195/ses-BRATS/anat/sub-A195_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A195/anat/healthygmm.nii.gz
sub-A196/ses-BRATS/anat/sub-A196_ses-BRATS_ce_T1w.nii.gz,sub-A196/ses-BRATS/anat/sub-A196_ses-BRATS_T1w.nii.gz,sub-A196/ses-BRATS/anat/sub-A196_ses-BRATS_T2w.nii.gz,sub-A196/ses-BRATS/anat/sub-A196_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A196/anat/healthygmm.nii.gz
sub-A197/ses-BRATS/anat/sub-A197_ses-BRATS_ce_T1w.nii.gz,sub-A197/ses-BRATS/anat/sub-A197_ses-BRATS_T1w.nii.gz,sub-A197/ses-BRATS/anat/sub-A197_ses-BRATS_T2w.nii.gz,sub-A197/ses-BRATS/anat/sub-A197_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A197/anat/healthygmm.nii.gz
sub-A198/ses-BRATS/anat/sub-A198_ses-BRATS_ce_T1w.nii.gz,sub-A198/ses-BRATS/anat/sub-A198_ses-BRATS_T1w.nii.gz,sub-A198/ses-BRATS/anat/sub-A198_ses-BRATS_T2w.nii.gz,sub-A198/ses-BRATS/anat/sub-A198_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A198/anat/healthygmm.nii.gz
sub-A199/ses-BRATS/anat/sub-A199_ses-BRATS_ce_T1w.nii.gz,sub-A199/ses-BRATS/anat/sub-A199_ses-BRATS_T1w.nii.gz,sub-A199/ses-BRATS/anat/sub-A199_ses-BRATS_T2w.nii.gz,sub-A199/ses-BRATS/anat/sub-A199_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A199/anat/healthygmm.nii.gz
sub-A200/ses-BRATS/anat/sub-A200_ses-BRATS_ce_T1w.nii.gz,sub-A200/ses-BRATS/anat/sub-A200_ses-BRATS_T1w.nii.gz,sub-A200/ses-BRATS/anat/sub-A200_ses-BRATS_T2w.nii.gz,sub-A200/ses-BRATS/anat/sub-A200_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A200/anat/healthygmm.nii.gz
sub-A201/ses-BRATS/anat/sub-A201_ses-BRATS_ce_T1w.nii.gz,sub-A201/ses-BRATS/anat/sub-A201_ses-BRATS_T1w.nii.gz,sub-A201/ses-BRATS/anat/sub-A201_ses-BRATS_T2w.nii.gz,sub-A201/ses-BRATS/anat/sub-A201_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A201/anat/healthygmm.nii.gz
sub-A202/ses-BRATS/anat/sub-A202_ses-BRATS_ce_T1w.nii.gz,sub-A202/ses-BRATS/anat/sub-A202_ses-BRATS_T1w.nii.gz,sub-A202/ses-BRATS/anat/sub-A202_ses-BRATS_T2w.nii.gz,sub-A202/ses-BRATS/anat/sub-A202_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A202/anat/healthygmm.nii.gz
sub-A203/ses-BRATS/anat/sub-A203_ses-BRATS_ce_T1w.nii.gz,sub-A203/ses-BRATS/anat/sub-A203_ses-BRATS_T1w.nii.gz,sub-A203/ses-BRATS/anat/sub-A203_ses-BRATS_T2w.nii.gz,sub-A203/ses-BRATS/anat/sub-A203_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A203/anat/healthygmm.nii.gz
sub-A204/ses-BRATS/anat/sub-A204_ses-BRATS_ce_T1w.nii.gz,sub-A204/ses-BRATS/anat/sub-A204_ses-BRATS_T1w.nii.gz,sub-A204/ses-BRATS/anat/sub-A204_ses-BRATS_T2w.nii.gz,sub-A204/ses-BRATS/anat/sub-A204_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A204/anat/healthygmm.nii.gz
sub-A205/ses-BRATS/anat/sub-A205_ses-BRATS_ce_T1w.nii.gz,sub-A205/ses-BRATS/anat/sub-A205_ses-BRATS_T1w.nii.gz,sub-A205/ses-BRATS/anat/sub-A205_ses-BRATS_T2w.nii.gz,sub-A205/ses-BRATS/anat/sub-A205_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A205/anat/healthygmm.nii.gz
sub-A206/ses-BRATS/anat/sub-A206_ses-BRATS_ce_T1w.nii.gz,sub-A206/ses-BRATS/anat/sub-A206_ses-BRATS_T1w.nii.gz,sub-A206/ses-BRATS/anat/sub-A206_ses-BRATS_T2w.nii.gz,sub-A206/ses-BRATS/anat/sub-A206_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A206/anat/healthygmm.nii.gz
sub-A207/ses-BRATS/anat/sub-A207_ses-BRATS_ce_T1w.nii.gz,sub-A207/ses-BRATS/anat/sub-A207_ses-BRATS_T1w.nii.gz,sub-A207/ses-BRATS/anat/sub-A207_ses-BRATS_T2w.nii.gz,sub-A207/ses-BRATS/anat/sub-A207_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A207/anat/healthygmm.nii.gz
sub-A208/ses-BRATS/anat/sub-A208_ses-BRATS_ce_T1w.nii.gz,sub-A208/ses-BRATS/anat/sub-A208_ses-BRATS_T1w.nii.gz,sub-A208/ses-BRATS/anat/sub-A208_ses-BRATS_T2w.nii.gz,sub-A208/ses-BRATS/anat/sub-A208_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A208/anat/healthygmm.nii.gz
sub-A209/ses-BRATS/anat/sub-A209_ses-BRATS_ce_T1w.nii.gz,sub-A209/ses-BRATS/anat/sub-A209_ses-BRATS_T1w.nii.gz,sub-A209/ses-BRATS/anat/sub-A209_ses-BRATS_T2w.nii.gz,sub-A209/ses-BRATS/anat/sub-A209_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A209/anat/healthygmm.nii.gz
sub-A210/ses-BRATS/anat/sub-A210_ses-BRATS_ce_T1w.nii.gz,sub-A210/ses-BRATS/anat/sub-A210_ses-BRATS_T1w.nii.gz,sub-A210/ses-BRATS/anat/sub-A210_ses-BRATS_T2w.nii.gz,sub-A210/ses-BRATS/anat/sub-A210_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A210/anat/healthygmm.nii.gz
